Min Temperature,Max Temperature
95.1590704580581,374.6682653076117
147.65589676737167,505.95425550192755
220.1781130523985,586.9894190714293
296.7508674490091,647.2801115566524
370.9826353113168,697.3298658653003
440.57400633251024,741.2156477930181
504.9043692131344,781.2408553797719
564.0139181296033,817.4205105019427
618.1854920130779,850.2641100383187
667.7764337841548,880.192302234323
