Min Temperature,Max Temperature
95.15905036466782,374.6683438965535
147.65586590198745,505.9543142773671
220.17807637343157,586.9894526119017
296.7508284753855,647.2801311288146
370.98259631441107,697.3298790618551
440.5739685581413,741.2156580867438
504.90433324999015,781.2407682534283
564.0138842035086,817.420429694985
618.1854601660399,850.2640353753415
667.7764039704326,880.1922333906349
